node_index,node,feature_kappa,feature_entropy_norm,feature_c_ent,feature_valence,feature_poincare_x,feature_poincare_y,feature_log_degree,feature_eta_local
255,money,-0.32222244,0.89775157,-0.06589348,0.525,0.5405553,-0.08856383,0.71326935,-1.0
256,moon,-0.1875,0.61383307,-0.1448126,0.5,0.45396134,0.43916717,-0.45952368,-0.72108763
257,mother,-0.0416665,1.0,-0.0,0.6325,-0.12362014,-0.31073114,-0.45952368,-0.72108763
258,mountain,-0.166667,0.9852281,-0.0049239644,0.4125,0.19899744,-0.49144465,-0.45952368,-0.72108763
259,mouse,-0.27,0.9625054,-0.020247072,-0.05,-0.54194134,0.53395885,0.25494713,-0.64416754
260,move,-0.37500033,0.968059,-0.02395578,-0.0125,-0.69794136,-0.08729826,-0.14336532,-0.75233644
261,movie,0.25,0.44652972,0.27673516,0.56,-0.3369129,-0.3969985,-0.45952368,-0.72108763
262,music,-0.2231041,0.9452719,-0.024420112,0.6675,-0.11430177,0.77718794,0.71326935,-0.6344756
263,name,0.333333,0.0,0.666666,0.155,0.2809351,0.14029647,-1.0,-0.8172378
264,nature,0.21269867,0.9850568,0.006356788,0.47,-0.22255814,-0.7613393,-0.14336532,0.28608516
265,needle,0.5,0.0,1.0,-0.2575,0.061902378,-0.68870735,-1.0,-0.8172378
266,new,-0.166667,0.86408037,-0.045306638,0.67,0.38468346,0.31369218,-0.45952368,-0.72108763
267,news,0.45,0.9012227,0.08889956,-0.01,-0.14415097,0.62069976,-0.45952368,0.048113532
268,newspaper,0.45,0.81243515,0.16880837,0.0275,-0.150954,0.6177235,-0.45952368,0.048113532
269,nice,-0.24375,0.8619863,-0.06728169,0.4875,0.50300753,-0.47215995,0.080952615,-0.8047767
270,night,-0.3966668,0.7196483,-0.2224124,0.42,0.24938644,0.27035224,0.25494713,-0.8556979
271,noise,0.26388866,0.83524144,0.08695583,-0.41,-0.15120448,0.8245569,-0.14336532,0.28608516
272,nose,-0.025,0.84585214,-0.0077073923,0.125,0.33787385,-0.719636,0.080952615,-0.5057113
273,number,-0.2083335,0.77934986,-0.09193764,0.1475,0.29901716,-0.15977053,-0.45952368,-0.72108763
274,numbers,-0.0833335,0.6471836,-0.05880285,0.0,0.2705225,-0.14963493,-0.45952368,-0.72108763
275,ocean,-0.20833325,0.64762515,-0.1468228,0.5975,0.25602585,0.69277954,0.080952615,-0.5057113
276,odd,-0.29629666,0.80448645,-0.11586003,-0.11,-0.20642322,-0.33228344,-0.14336532,-0.75233644
277,oil,-0.0833335,1.0,-0.0,-0.2725,0.21657394,0.21036741,-0.45952368,-0.72108763
278,old,-3.3333333e-07,0.91704166,-5.5305552e-08,-0.4525,0.37463787,0.23307446,-0.14336532,-0.75233644
279,one,-3.3333333e-07,0.8044315,-1.30379e-07,0.2725,0.30096748,-0.1857029,-0.14336532,-0.75233644
280,orange,0.2833335,0.9940973,0.0033448606,0.4525,-0.21278898,-0.7592944,-0.45952368,0.048113532
281,paint,-0.45833334,0.90095985,-0.09078679,0.185,-0.40234482,-0.5274749,-0.14336532,-0.75233644
282,painting,0.416667,0.8725823,0.106181495,0.475,-0.42207682,-0.564241,-0.45952368,0.048113532
283,pants,0.45,0.954434,0.041009396,0.155,0.20449826,0.49382123,-0.45952368,0.048113532
284,paper,-0.0533334,0.83442086,-0.017661797,0.105,-0.1600332,0.61708385,0.25494713,-0.64416754
285,part,0.25,0.0,0.5,-0.0575,0.07461463,-0.6858681,-1.0,-0.8172378
286,party,-0.3777778,0.9379837,-0.04685678,0.545,-0.6529104,0.13332115,0.25494713,-0.8556979
287,pay,0.111111,0.0,0.222222,0.3075,0.5589178,-0.083471715,-1.0,-0.8172378
288,peace,-0.32291675,0.8669371,-0.08593649,0.6875,-0.4586012,-0.1539475,0.080952615,-0.5057113
289,pen,-0.15,0.9946938,-0.0015918614,0.1575,-0.15973504,0.5117604,-0.45952368,-0.72108763
290,penis,0.333333,0.0,0.666666,0.075,0.10351906,-0.52985936,-1.0,-0.8172378
291,people,-0.22222233,0.77319205,-0.10080359,0.175,0.050914284,0.53915334,-0.14336532,-0.75233644
292,person,-0.32222232,0.75837636,-0.15571307,0.275,0.26929152,0.15474959,-0.14336532,-0.75233644
293,phone,0.333333,0.0,0.666666,0.2725,-0.28372222,0.109166935,-1.0,-0.8172378
294,picture,0.138889,0.9197259,0.022298386,0.4325,-0.42074963,-0.56556153,-0.14336532,-0.298027
295,pie,-0.28803432,0.7583127,-0.1392285,0.3625,0.6611709,0.13003525,-0.14336532,-0.75233644
296,place,-0.41666666,0.8625282,-0.11455983,0.215,-0.49501795,-0.31556597,-0.14336532,-0.75233644
297,plane,0.13125,0.9022109,0.025669636,0.18,-0.35101792,0.5165938,0.080952615,-0.5057113
298,plant,0.1142855,0.8524052,0.033735897,0.5125,-0.21890053,-0.75753963,-0.45952368,0.048113532
299,play,-0.34722233,0.9415308,-0.040603608,0.6375,-0.5902744,-0.4030077,0.397111,-0.3555489
300,police,-0.2083335,0.9366674,-0.026388612,-0.1025,0.40860224,0.111078605,-0.45952368,-0.72108763
301,politics,0.5,0.0,1.0,-0.25,0.08141801,0.5590679,-1.0,-0.8172378
302,poop,0.2,0.0,0.4,-0.6,-0.7216725,0.27092767,-1.0,-0.8172378
303,poor,0.5,0.0,1.0,-0.3325,0.57929903,-0.088878036,-1.0,-0.8172378
304,pop,0.111111,0.0,0.222222,0.2625,-0.115887776,0.76931244,-1.0,-0.8172378
305,potato,0.5,0.0,1.0,0.35,0.22799957,0.75314265,-1.0,-0.8172378
306,power,-0.29166675,0.9258673,-0.043244068,0.2425,0.5858976,-0.2985495,0.080952615,-0.8047767
307,pretty,-0.1092858,0.8334017,-0.03641366,0.675,0.4548509,-0.6142511,0.25494713,-0.39417714
308,priest,0.333333,0.0,0.666666,-0.125,0.08361805,-0.81090415,-1.0,-0.8172378
309,prison,0.375,0.36880773,0.47339422,-0.765,-0.000427999,0.585769,-0.45952368,0.048113532
310,queen,0.0,0.4122161,0.0,0.38,-0.5856859,0.4016364,-0.45952368,-0.72108763
311,quick,0.25,0.0,0.5,0.27,-0.6971107,-0.06780061,-1.0,-0.8172378
312,quiet,0.25,0.9723595,0.013820268,0.3675,-0.4523548,-0.1485236,-0.45952368,-0.72108763
313,race,0.2,0.0,0.4,0.11,-0.67777586,-0.075852096,-1.0,-0.8172378
314,rain,-0.0208335,0.91188,-0.0036716964,0.395,0.3864385,0.68784946,0.080952615,-0.5057113
315,red,-0.3258334,0.9251727,-0.04876248,0.1675,-0.12481679,-0.52303845,0.25494713,-0.64416754
316,religion,0.25000033,0.91814584,0.040927134,0.105,0.08592666,-0.81006014,-0.14336532,0.28608516
317,rich,0.0555555,0.86596537,0.014892724,0.4575,0.56226534,-0.07809364,-0.45952368,-0.72108763
318,right,0.333333,0.0,0.666666,0.58,0.40534538,-0.4692338,-1.0,-0.8172378
319,ring,-0.30555567,0.8841545,-0.070794486,0.5225,-0.45727232,-0.18498279,-0.14336532,-0.75233644
320,river,0.083333,0.0,0.166666,0.43,0.25218055,0.70539254,-1.0,-0.8172378
321,road,0.5,0.0,1.0,0.1475,0.19152346,0.17734772,-1.0,-0.8172378
322,rock,-0.17152774,0.6606008,-0.11643276,0.18,-0.09264422,0.7203766,0.080952615,-0.14018692
323,room,-0.40104175,0.93111354,-0.055252712,0.1375,-0.66599536,-0.23962499,0.080952615,-0.8047767
324,round,-0.32847226,0.86955386,-0.08569589,0.2225,-0.5107524,-0.29616892,0.080952615,-0.5057113
325,rude,0.5,0.0,1.0,-0.74,-0.13845968,-0.40745908,-1.0,-0.8172378
326,run,-0.2033334,0.8970413,-0.041869882,0.3525,-0.6760621,-0.085873805,0.25494713,-0.8556979
327,sad,-0.32291675,0.8916197,-0.06999565,-0.725,-0.2295239,-0.51756823,0.080952615,-0.8047767
328,same,0.0,0.5557739,0.0,0.0,-0.17835577,-0.3402696,-0.45952368,-0.72108763
329,sandwich,-0.0107692,0.9427689,-0.0012326669,0.545,0.7368944,0.27893144,0.25494713,-0.105726704
330,scary,0.5,0.0,1.0,-0.5,-0.3469541,-0.37904832,-1.0,-0.8172378
331,school,0.30555567,0.9235571,0.04671511,0.1025,0.36775678,-0.3678461,-0.14336532,-0.298027
332,science,-0.22916675,0.89635366,-0.047504585,0.33,0.38989902,-0.37292078,0.080952615,-0.8047767
333,sea,0.25,0.0,0.5,0.39,0.2510988,0.70439625,-1.0,-0.8172378
334,secret,0.5,0.0,1.0,0.0825,-0.44655666,-0.15966125,-1.0,-0.8172378
335,see,-0.12916675,0.7724189,-0.058791813,0.3175,0.02301724,-0.3489164,0.080952615,-0.5057113
336,sex,-0.18055567,0.9829449,-0.0061587947,0.4325,0.10888821,-0.52533436,-0.14336532,-0.75233644
337,sexy,0.111111,0.0,0.222222,0.605,0.547641,0.59746534,-1.0,-0.8172378
338,sharp,0.25,0.4782661,0.26086697,0.06,0.058720745,-0.68135893,-0.45952368,-0.72108763
339,sheep,0.111111,0.0,0.222222,0.08,-0.7264446,0.26209748,-1.0,-0.8172378
340,shiny,-0.32857168,0.9520904,-0.0314835,0.42,0.37259504,0.34215865,-0.14336532,-0.75233644
341,ship,0.5,0.0,1.0,0.285,0.25131622,0.7202166,-1.0,-0.8172378
342,shirt,0.45,0.89445186,0.0949933,0.14,0.20992634,0.48502132,-0.45952368,0.048113532
343,shoe,0.333333,0.0,0.666666,0.195,-0.5395438,-0.20703408,-1.0,-0.8172378
344,shop,0.416667,0.8497511,0.12520748,0.2225,0.7009073,-0.06943971,-0.45952368,0.048113532
345,shopping,-0.277778,0.9852281,-0.0082065975,0.0,0.42014265,-0.019502714,-0.45952368,-0.72108763
346,short,-0.177778,0.85991144,-0.049809318,0.1675,-0.3677835,0.3474162,-0.14336532,-0.75233644
347,show,-0.32222232,0.8829711,-0.07541865,0.2275,-0.20113114,0.13092351,-0.14336532,-0.75233644
348,sick,0.05208325,0.7487565,0.026171152,-0.6775,-0.545094,0.19092697,0.080952615,-0.14018692
349,sign,-0.388889,0.83596253,-0.12758473,0.0675,-0.21086973,0.16308878,-0.14336532,-0.75233644
350,silly,-0.277778,0.9163078,-0.04649571,0.43,-0.32206172,-0.52917355,-0.14336532,-0.75233644
351,skin,0.5,0.0,1.0,0.195,0.2393984,-0.14175178,-1.0,-0.8172378
352,sleep,-0.32222232,0.6617731,-0.21796852,0.555,-0.50263304,0.09084217,-0.14336532,-0.75233644
353,small,-0.1516666,0.8148449,-0.056163687,0.19,-0.49031532,0.5109854,0.25494713,-0.39417714
354,smart,-0.49166676,0.991637,-0.008223651,0.6825,0.61148727,-0.399664,0.080952615,-0.8047767
355,smell,-0.2083335,0.7630791,-0.09871711,0.3475,0.40498525,-0.68530816,-0.45952368,-0.72108763
356,smoke,-0.125,0.88295895,-0.029260257,-0.39,0.38452533,0.5683371,-0.45952368,-0.72108763
357,snow,-0.37748024,0.77098686,-0.17289586,0.445,0.37258977,0.62215745,0.080952615,-0.8047767
358,soft,0.05,0.6755408,0.032445922,0.5325,0.20659243,-0.11539749,-0.45952368,-0.72108763
359,song,-0.1944445,0.74248755,-0.10014375,0.6475,-0.19765134,0.6934207,-0.45952368,-0.72108763
360,sound,0.171296,0.8061245,0.066420205,0.3625,-0.15186042,0.8213315,-0.14336532,0.28608516
361,soup,-0.31789526,0.99254924,-0.0047371164,0.5125,0.64319813,0.4875902,0.080952615,-0.5057113
362,space,-0.138889,0.958602,-0.011499446,0.4725,-0.65906507,-0.26032078,-0.14336532,-0.75233644
363,speak,-0.333333,0.51819766,-0.32120126,0.2275,-0.20691302,0.14593291,-0.14336532,-0.75233644
364,speed,-0.25,0.80235344,-0.09882328,0.4275,-0.27580595,0.009896312,-0.45952368,-0.72108763
365,spice,-0.43376076,0.9983119,-0.0014644582,0.3875,0.6509084,0.24380675,0.080952615,-0.8047767
366,sport,0.22222233,0.9067466,0.041445956,0.4875,-0.6765267,-0.44697443,-0.14336532,0.28608516
367,square,-0.19791675,0.9114155,-0.035064697,0.0275,-0.5267862,-0.29253638,0.080952615,-0.5057113
368,star,0.134524,0.93495154,0.017501159,0.6175,0.43214065,0.39680195,-0.14336532,1.0
369,stars,-0.15,0.99998176,-5.464639e-06,0.0,0.42764765,0.42672178,-0.45952368,-0.72108763
370,steal,0.5,0.0,1.0,-0.7075,-0.007006975,0.600269,-1.0,-0.8172378
371,stick,-0.39153466,0.9911595,-0.006922747,0.0675,-0.30191463,-0.37697247,-0.14336532,-0.75233644
372,stone,-0.138889,0.49012384,-0.14163238,-0.0475,-0.0024557107,-0.025281219,-0.14336532,-0.298027
373,stop,-0.35416675,0.8054353,-0.1378167,-0.0675,-0.39330518,0.1319214,0.080952615,-0.8047767
374,store,0.138889,0.6462578,0.098261796,0.235,0.70998776,-0.06734873,-0.14336532,-0.298027
375,story,-0.0833335,0.8735129,-0.021081224,0.5675,-0.113448575,-0.054793943,-0.45952368,-0.72108763
376,street,0.125,0.57700425,0.10574894,0.0175,0.18561442,0.16370283,-0.45952368,-0.72108763
377,strength,-0.25,0.99107605,-0.00446197,0.4325,0.60261434,-0.26806518,-0.45952368,-0.72108763
378,strong,-0.24166675,0.7997238,-0.0968002,0.4525,0.58527714,-0.21092427,0.080952615,-0.8047767
379,study,-0.32916674,0.95301974,-0.030928688,0.195,0.3566031,-0.34866232,0.080952615,-0.8047767
380,stupid,-0.10416675,0.69940996,-0.06262297,-0.54,0.6200609,-0.4242685,0.080952615,-0.5057113
381,sugar,-0.094444335,0.50576544,-0.093355305,0.39,0.7449231,-0.12436147,-0.14336532,-0.298027
382,sun,-0.35595238,0.8656432,-0.09564923,0.48,0.4649387,0.47128442,0.6214289,-0.5159673
383,sweet,-0.1166666,0.8087299,-0.044629667,0.6925,0.7387218,-0.13203529,0.25494713,-0.39417714
384,talk,-0.055555668,0.5525141,-0.049720757,0.41,-0.2671211,0.08919495,-0.14336532,-0.75233644
385,tall,-0.3020835,0.6856863,-0.18989798,0.4275,-0.33614174,0.30205926,0.080952615,-0.8047767
386,tea,-0.19,0.8521988,-0.056164473,0.39,-0.50537056,0.61738217,0.25494713,-0.105726704
387,teacher,0.333333,0.0,0.666666,0.5925,0.36630836,-0.3535623,-1.0,-0.8172378
388,teeth,0.142857,0.0,0.285714,0.0,0.052486625,0.31854302,-1.0,-0.8172378
389,television,0.1666665,0.7390533,0.08698213,0.545,-0.17600818,0.1171656,-0.45952368,-0.72108763
390,tell,-0.27777767,0.86854213,-0.07303213,0.0675,-0.1909272,0.1205363,-0.14336532,-0.75233644
391,thief,0.1,0.4956264,0.10087472,-0.67,-0.0139876045,0.6053455,-0.45952368,-0.72108763
392,thin,0.2,0.0,0.4,0.1175,-0.40429857,0.5183715,-1.0,-0.8172378
393,think,-0.13125,0.9331126,-0.017557941,0.42,0.63533217,-0.46930766,0.080952615,-0.5057113
394,throw,-0.1666665,0.9059282,-0.03135723,0.1375,-0.66922706,-0.107120685,-0.45952368,-0.72108763
395,time,-0.4266668,0.91959214,-0.068614714,0.15,-0.198704,0.15296867,0.25494713,-0.8556979
396,tiny,0.15,0.37764633,0.18670611,0.025,-0.52573526,0.5304648,-0.45952368,0.048113532
397,tired,-0.361111,0.934505,-0.047301948,-0.1775,-0.5495365,0.18313266,-0.14336532,-0.75233644
398,together,0.16666633,0.9658351,0.011388279,0.0,-0.13926248,-0.38941717,-0.14336532,-0.75233644
399,toilet,0.2,0.0,0.4,-0.3225,-0.15066934,0.61375946,-1.0,-0.8172378
400,top,0.027777666,0.99083126,0.00050937146,0.25,0.3409012,-0.712575,-0.14336532,-0.298027
401,trash,0.25,0.54454297,0.22772853,-0.565,0.030006161,0.1334007,-0.45952368,-0.72108763
402,travel,0.25,0.0,0.5,0.7225,-0.34784323,0.5043001,-1.0,-0.8172378
403,tree,-0.12482986,0.8832447,-0.029149093,0.6475,-0.22406395,-0.75596964,0.51730883,-0.5251817
404,trees,0.07777767,0.8107657,0.029436408,0.0,-0.22344261,-0.763826,-0.14336532,-0.298027
405,true,-0.277778,0.61965907,-0.21130069,0.6275,0.3366419,-0.5106535,-0.14336532,-0.75233644
406,truth,0.125,0.9271302,0.018217452,0.5475,0.330535,-0.49035662,-0.45952368,-0.72108763
407,tv,0.5,0.0,1.0,0.2625,-0.17581835,0.09702838,-1.0,-0.8172378
408,two,0.333333,0.0,0.666666,0.325,0.29222614,-0.17301135,-1.0,-0.8172378
409,university,0.055555668,0.67377627,0.036247153,0.4875,0.3507072,-0.35524058,-0.14336532,-0.298027
410,up,-0.37500024,0.58707714,-0.30969235,0.0,0.010687745,0.19434094,0.080952615,-0.8047767
411,vegetable,-0.474626,0.9701345,-0.028349895,0.4475,-0.20345694,-0.69070655,0.080952615,-0.8047767
412,wait,-0.275,0.98869944,-0.0062153256,-0.1125,-0.32767805,0.1298476,-0.45952368,-0.72108763
413,walk,-0.2333335,0.7553754,-0.11415822,0.4425,-0.4013545,0.03998135,-0.45952368,-0.72108763
414,war,-0.14722234,0.8882749,-0.03289685,-0.6925,-0.47281525,-0.09007771,0.397111,-0.56141675
415,warm,-0.0933334,0.9228834,-0.014395107,0.625,0.54971,0.5852262,0.25494713,0.58655435
416,watch,-0.1,0.95284563,-0.009430869,0.1125,-0.0033711523,-0.27209827,-0.14336532,-0.298027
417,water,-0.34166676,0.93754023,-0.04268086,0.5,0.25353637,0.7188291,0.9375873,-0.85245055
418,weak,0.25,0.0,0.5,-0.5125,0.58414066,-0.20416866,-1.0,-0.8172378
419,weather,0.0694445,1.0,0.0,0.2625,0.4624836,0.6542057,-0.45952368,-0.72108763
420,wedding,-0.464286,0.822856,-0.16449095,0.5875,-0.06863841,0.035358366,0.080952615,-0.8047767
421,weight,-0.2333335,0.803091,-0.091890946,-0.2725,-0.15886515,0.438226,-0.45952368,-0.72108763
422,weird,-0.2083335,0.7037945,-0.123419076,0.0225,0.096466646,-0.31451222,-0.45952368,-0.72108763
423,wet,0.0046296665,0.8769345,0.0011395044,0.16,0.37917247,0.6854162,-0.14336532,-0.298027
424,white,-0.261905,0.7810674,-0.114679106,0.295,0.06848593,0.29604515,0.51730883,-0.9389278
425,wife,-0.083333336,0.9979705,-0.0003382443,0.425,-0.110253885,-0.3199554,-0.14336532,-0.75233644
426,wine,-0.275,0.88194597,-0.06492971,0.2125,-0.506593,0.62787515,0.25494713,-0.64416754
427,woman,-0.32648826,0.7549598,-0.16000547,0.5225,0.31398922,-0.5515193,0.080952615,-0.5057113
428,wood,-0.38809526,0.7682005,-0.17992057,0.205,-0.2398819,-0.7189592,0.080952615,-0.8047767
429,word,0.25,0.0,0.5,0.1925,0.30977592,-0.17242914,-1.0,-0.8172378
430,words,-0.0833335,0.79504025,-0.03416002,0.0,-0.17412613,0.32940203,-0.45952368,-0.72108763
431,work,-0.36527783,0.83224684,-0.12255302,0.0125,0.24233563,-0.14901185,0.397111,-0.7430648
432,world,-0.17916675,0.9020293,-0.035106182,0.365,-0.4569329,-0.15655515,0.080952615,-0.5057113
433,writing,0.0,0.8453509,0.0,0.0,-0.15108252,0.42035085,-0.45952368,-0.72108763
434,wrong,-0.18333367,0.4997033,-0.18344246,-0.44,0.40198755,-0.48857906,-0.14336532,-0.75233644
435,yellow,-0.23611133,0.92566407,-0.0351031,0.2725,0.34729934,0.15982366,-0.14336532,-0.75233644
436,you,-0.166667,0.3471238,-0.21762584,0.0,0.26776922,0.13881454,-0.45952368,-0.72108763
437,young,-0.166667,0.7219281,-0.09269082,0.3275,0.23238967,-0.057038553,-0.45952368,-0.72108763
